cycle,team,fish,x,z,heading,speed,assigned,pushing,wpCount,wpIdx,distToWp,tcode,vcode,stuck,note
3590,0,1,-882,-815,2.616,69.8,1,0,5,2,269,9,3,0,
3600,0,1,-881,-810,2.510,69.8,1,0,5,3,381,11,3,0,
3610,0,1,-958,-790,2.582,69.8,1,0,5,3,348,11,3,0,
3620,0,1,-930,-788,2.808,69.8,1,0,5,3,366,10,3,0,
3630,0,1,-994,-764,2.829,69.8,1,0,5,3,352,11,3,0,
3640,0,1,-1032,-780,2.898,69.8,1,0,5,3,322,11,3,0,
3650,0,1,-1018,-732,2.986,69.8,1,0,5,3,372,10,3,0,
3660,0,1,-1069,-761,3.061,69.8,1,0,5,3,330,11,3,0,
3670,0,1,-1093,-752,-3.120,69.8,1,0,5,3,333,11,3,0,
3680,0,1,-1172,-786,-3.039,69.8,1,0,5,3,295,11,3,0,
3690,0,1,-1156,-751,-2.904,69.8,1,0,5,3,329,10,3,0,
3700,0,1,-1234,-774,-2.822,69.8,1,0,5,3,317,11,3,0,
3710,0,1,-1248,-780,-2.749,69.8,1,0,5,3,404,11,3,0,
3720,0,1,-1269,-788,-2.649,69.8,1,0,5,3,404,11,3,0,
3730,0,1,-1268,-797,-2.554,69.8,1,0,5,3,396,11,3,0,
3740,0,1,-1292,-827,-2.462,69.8,1,0,5,3,380,11,3,0,
3750,0,1,-1329,-812,-2.361,69.8,1,0,5,3,322,11,3,0,
3760,0,1,-1362,-869,-2.281,69.8,1,0,5,3,385,11,3,0,
3770,0,1,-1395,-847,-2.173,69.8,1,0,5,3,367,10,3,0,
3780,0,1,-1371,-873,-2.211,69.8,1,0,5,3,332,10,3,0,
3790,0,1,-1423,-919,-2.105,69.8,1,0,5,2,313,12,3,0,
3800,0,1,-1394,-953,-1.993,69.8,1,0,5,2,286,12,3,0,
3810,0,1,-1440,-967,-1.904,69.8,1,0,5,2,333,12,3,0,
3820,0,1,-1406,-1013,-1.816,69.8,1,0,5,4,251,11,3,0,
3830,0,1,-1423,-1052,-1.700,69.8,1,0,5,2,314,11,3,0,
3840,0,1,-1441,-1048,-1.585,69.8,1,0,5,2,331,11,3,0,
3850,0,1,-1442,-1076,-1.382,69.8,1,0,5,2,334,11,3,0,
3860,0,1,-1408,-1121,-1.294,69.8,1,0,5,2,309,11,3,0,
3870,0,1,-1431,-1187,-1.195,69.8,1,0,4,2,289,11,3,0,
3880,0,1,-1419,-1192,-1.092,69.8,1,0,4,2,278,10,3,0,
3890,0,1,-1403,-1202,-1.016,69.8,1,0,5,2,295,9,3,0,
3900,0,1,-1376,-1228,-1.020,69.8,1,0,5,2,266,9,3,0,
3910,0,1,-1409,-1245,-0.895,69.8,1,0,5,2,259,9,3,0,
3920,0,1,-1372,-1321,-0.834,69.8,1,0,5,3,327,11,3,0,
3930,0,1,-1331,-1304,-0.748,69.8,1,0,5,4,255,11,3,0,
3940,0,1,-1315,-1334,-0.761,69.8,1,0,5,4,263,11,3,0,
3950,0,1,-1313,-1362,-0.690,69.8,1,0,5,4,282,11,3,0,
3960,0,1,-1294,-1349,-0.587,69.8,1,0,5,3,289,12,3,0,
3970,0,1,-1211,-1408,-0.509,69.8,1,0,0,0,-1,11,3,0,
3980,0,1,-1180,-1370,-0.401,69.8,1,0,5,3,259,11,3,0,
3990,0,1,-1159,-1367,-0.194,69.8,1,0,5,4,241,11,3,0,
4000,0,1,-1135,-1402,-0.176,69.8,1,0,5,4,273,11,3,0,
4010,0,1,-1069,-1376,-0.014,69.8,1,0,5,4,252,12,3,0,
4020,0,1,-1070,-1370,-0.079,69.8,1,0,5,4,246,12,3,0,
4030,0,1,-1022,-1377,0.133,69.8,1,0,5,4,267,12,3,0,
4040,0,1,-962,-1399,0.240,69.8,1,0,5,4,314,12,3,0,
4050,0,1,-942,-1348,0.333,69.8,1,0,5,4,283,12,3,0,
4060,0,1,-916,-1367,0.445,69.8,1,0,5,4,315,12,3,0,
4070,0,1,-869,-1307,0.558,69.8,1,0,5,4,310,12,3,0,
4080,0,1,-855,-1296,0.649,69.8,1,0,5,4,316,12,3,0,
4090,0,1,-847,-1289,0.768,69.8,1,0,5,4,318,12,3,0,
4100,0,1,-804,-1224,0.898,69.8,1,0,5,4,332,12,3,0,
4110,0,1,-776,-1224,1.037,69.8,1,0,5,4,359,12,3,0,
4120,0,1,-788,-1157,1.158,69.8,1,0,5,4,336,12,3,0,
4130,0,1,-746,-1153,1.265,69.8,1,0,5,4,377,12,3,0,
4140,0,1,-735,-1099,1.467,69.8,1,0,5,4,388,11,3,0,
4150,0,1,-736,-1059,1.606,69.8,1,0,5,4,393,11,3,0,
4160,0,1,-789,-1061,1.714,69.8,1,0,5,4,340,11,3,0,
4170,0,1,-808,-1005,1.806,69.8,1,0,5,4,338,11,3,0,
4180,0,1,-796,-1010,1.920,69.8,1,0,5,4,347,11,3,0,
4190,0,1,-774,-921,2.015,69.8,1,0,5,4,406,11,3,0,
4200,0,1,-801,-923,2.139,69.8,1,0,5,4,382,11,3,0,
4210,0,1,-873,-928,2.079,69.8,1,0,5,4,321,11,3,0,
4220,0,1,-911,-849,2.279,69.8,1,0,5,4,351,12,3,0,
4230,0,1,-883,-853,2.386,69.8,1,0,5,4,366,11,3,0,
4240,0,1,-923,-805,2.485,69.8,1,0,5,4,380,11,3,0,
4250,0,1,-977,-827,2.593,69.8,1,0,5,4,335,11,3,0,
4260,0,1,-1008,-748,2.693,69.8,1,0,5,4,398,11,3,0,
4270,0,1,-978,-771,2.771,69.8,1,0,5,4,386,11,3,0,
4280,0,1,-1033,-737,2.872,69.8,1,0,5,4,402,11,3,0,
4290,0,1,-1080,-746,2.996,69.8,1,0,5,4,385,11,3,0,
4300,0,1,-1124,-714,3.098,69.8,1,0,5,4,415,11,3,0,
4310,0,1,-1124,-738,-3.073,69.8,1,0,5,4,391,11,3,0,
4320,0,1,-1159,-759,-2.980,69.8,1,0,5,4,372,11,3,0,
4330,0,1,-1174,-720,-2.877,69.8,1,0,5,4,412,11,3,0,
4340,0,1,-1217,-744,-2.900,69.8,1,0,5,4,396,11,3,0,
4350,0,1,-1231,-753,-2.804,69.8,1,0,5,4,391,11,3,0,
4360,0,1,-1271,-771,-2.699,69.8,1,0,5,4,387,11,3,0,
4370,0,1,-1322,-776,-2.621,69.8,1,0,5,4,406,11,3,0,
4380,0,1,-1343,-807,-2.530,69.8,1,0,5,4,390,11,3,0,
4390,0,1,-1353,-792,-2.305,69.8,1,0,5,4,409,10,3,0,
4400,0,1,-1337,-816,-2.383,69.8,1,0,5,4,379,11,3,0,
4410,0,1,-1407,-840,-2.138,69.8,1,0,5,4,406,10,3,0,
4420,0,1,-1388,-902,-2.066,69.8,1,0,5,4,349,10,3,0,
4430,0,1,-1388,-893,-1.970,69.8,1,0,5,4,356,10,3,0,
4440,0,1,-1429,-940,-1.904,69.8,1,0,5,4,360,10,3,0,
4450,0,1,-1399,-954,-1.917,69.8,1,0,5,4,328,10,3,0,
4460,0,1,-1437,-968,-1.863,69.8,1,0,5,4,354,11,3,0,
4470,0,1,-1453,-1022,-1.746,69.8,1,0,5,4,347,11,3,0,
4480,0,1,-1425,-1051,-1.634,69.8,1,0,5,4,312,11,3,0,
4490,0,1,-1444,-1058,-1.556,69.8,1,0,5,4,329,10,3,0,
4500,0,1,-1416,-1055,-1.490,69.8,1,0,5,4,302,10,3,0,
4510,0,1,-1438,-1120,-1.400,69.8,1,0,5,4,315,10,3,0,
4520,0,1,-1464,-1109,-1.268,69.8,1,0,5,4,342,10,3,0,
4530,0,1,-1432,-1135,-1.183,69.8,1,0,5,4,310,10,3,0,
4540,0,1,-1434,-1200,-1.108,69.8,1,0,5,4,319,10,3,0,
4550,0,1,-1425,-1207,-1.021,69.8,1,0,5,4,312,10,3,0,
4560,0,1,-1405,-1221,-0.954,69.8,1,0,5,4,297,10,3,0,
4570,0,1,-1408,-1265,-0.854,69.8,1,0,5,4,316,10,3,0,
4580,0,1,-1344,-1310,-0.799,69.8,1,0,5,4,287,11,3,0,
4590,0,1,-1346,-1316,-0.794,69.8,1,0,5,4,291,11,3,0,
4600,0,1,-1296,-1305,-0.702,69.8,1,0,5,4,247,11,3,0,
4610,0,1,-1251,-1334,-0.481,69.8,1,0,5,4,242,11,3,0,
4620,0,1,-1258,-1342,-0.515,69.8,1,0,5,4,253,11,3,0,
4630,0,1,-1206,-1372,-0.418,69.8,1,0,5,4,257,11,3,0,
4640,0,1,-1173,-1355,-0.323,69.8,1,0,5,4,232,11,3,0,
4650,0,1,-1129,-1392,-0.214,69.8,1,0,5,4,263,11,3,0,
4660,0,1,-1125,-1372,-0.054,69.8,1,0,5,4,242,11,3,0,
4670,0,1,-1079,-1407,0.032,69.8,1,0,5,4,281,11,3,0,
4680,0,1,-1058,-1395,0.146,69.8,1,0,5,4,274,11,3,0,
4690,0,1,-1039,-1383,0.258,69.8,1,0,5,4,268,11,3,0,
4700,0,1,-955,-1396,0.348,69.8,1,0,5,4,315,12,3,0,
4710,0,1,-940,-1357,0.395,69.8,1,0,5,4,292,12,3,0,
4720,0,1,-908,-1334,0.581,69.8,1,0,5,4,296,12,3,0,
4730,0,1,-911,-1274,0.628,69.8,1,0,5,4,256,12,3,0,
4740,0,1,-896,-1286,0.750,69.8,1,0,5,4,276,12,3,0,
4750,0,1,-838,-1244,0.869,69.8,1,0,5,4,307,12,3,0,
4760,0,1,-806,-1223,0.992,69.8,1,0,5,4,330,12,3,0,
4770,0,1,-821,-1185,1.095,69.8,1,0,5,4,307,12,3,0,
4780,0,1,-823,-1140,1.217,69.8,1,0,5,4,299,12,3,0,
4790,0,1,-780,-1138,1.313,69.8,1,0,5,4,342,12,3,0,
4800,0,1,-779,-1099,1.562,69.8,1,0,5,4,344,11,3,0,
4810,0,1,-756,-1050,1.554,69.8,1,0,5,4,375,12,3,0,
4820,0,1,-793,-1011,1.823,69.8,1,0,5,4,350,11,3,0,
4830,0,1,-805,-951,1.943,69.8,1,0,5,4,364,11,3,0,
4840,0,1,-778,-958,2.034,69.8,1,0,5,4,385,11,3,0,
4850,0,1,-796,-899,2.137,69.8,1,0,5,4,400,11,3,0,
4860,0,1,-852,-895,2.166,69.8,1,0,5,4,357,11,3,0,
4870,0,1,-913,-876,2.282,69.8,1,0,5,4,328,11,3,0,
4880,0,1,-910,-875,2.362,69.8,1,0,5,4,332,11,3,0,
4890,0,1,-923,-821,2.466,69.8,1,0,5,4,367,11,3,0,
4900,0,1,-952,-800,2.562,69.8,1,0,5,4,371,11,3,0,
4910,0,1,-1017,-832,2.651,69.8,1,0,5,4,315,11,3,0,
4920,0,1,-1019,-778,2.743,69.8,1,0,5,4,366,11,3,0,
4930,0,1,-1029,-785,2.848,69.8,1,0,5,4,357,11,3,0,
4940,0,1,-1074,-780,3.018,69.8,1,0,5,4,352,11,3,0,
4950,0,1,-1121,-783,3.128,69.8,1,0,5,4,346,11,3,0,
4960,0,1,-1100,-729,-3.137,69.8,1,0,5,4,401,11,3,0,
4970,0,1,-1179,-733,-2.935,69.8,1,0,5,4,400,11,3,0,
4980,0,1,-1176,-774,-2.860,69.8,1,0,5,4,359,11,3,0,
4990,0,1,-1193,-735,-2.748,69.8,1,0,5,4,400,10,3,0,
5000,0,1,-1245,-764,-2.670,69.8,1,0,5,4,386,11,3,0,
5010,0,1,-1242,-783,-2.711,69.8,1,0,5,4,367,11,3,0,
5020,0,1,-1283,-806,-2.619,69.8,1,0,5,4,361,11,3,0,
5030,0,1,-1337,-780,-2.524,69.8,1,0,5,4,410,11,3,0,
5040,0,1,-1366,-829,-2.448,69.8,1,0,5,4,386,11,3,0,
5050,0,1,-1350,-835,-2.357,69.8,1,0,5,4,372,11,3,0,
5060,0,1,-1375,-867,-2.211,69.8,1,0,5,4,364,11,3,0,
5070,0,1,-1403,-881,-2.099,69.8,1,0,5,4,375,11,3,0,
5080,0,1,-1389,-936,-2.015,69.8,1,0,5,4,329,11,3,0,
5090,0,1,-1389,-926,-1.911,69.8,1,0,5,4,335,10,3,0,
5100,0,1,-1435,-1011,-1.835,69.8,1,0,5,4,334,11,3,0,
5110,0,1,-1448,-1000,-1.745,69.8,1,0,5,4,351,10,3,0,
5120,0,1,-1429,-1058,-1.659,69.8,1,0,5,4,314,11,3,0,
5130,0,1,-1418,-1079,-1.558,69.8,1,0,5,4,300,11,3,0,
5140,0,1,-1437,-1083,-1.516,69.8,1,0,5,4,318,10,3,0,
5150,0,1,-1450,-1142,-1.379,69.8,1,0,5,4,328,11,3,0,
5160,0,1,-1414,-1175,-1.376,69.8,1,0,5,4,295,11,3,0,
5170,0,1,-1401,-1226,-1.275,69.8,1,0,5,4,296,11,3,0,
5180,0,1,-1425,-1236,-1.096,69.8,1,0,5,4,321,11,3,0,
5190,0,1,-1422,-1268,-1.102,69.8,1,0,5,4,330,11,3,0,
5200,0,1,-1363,-1265,-0.922,69.8,1,0,5,4,276,11,3,0,
5210,0,1,-1343,-1311,-0.835,69.8,1,0,5,4,286,11,3,0,
5220,0,1,-1346,-1353,-0.744,69.8,1,0,5,4,317,11,3,0,
5230,0,1,-1291,-1332,-0.652,69.8,1,0,5,4,264,11,3,0,
5240,0,1,-1270,-1385,-0.566,69.8,1,0,5,4,295,11,3,0,
5250,0,1,-1256,-1381,-0.473,69.8,1,0,5,4,285,11,3,0,
5260,0,1,-1207,-1377,-0.561,69.8,1,0,5,4,262,12,3,0,
5270,0,1,-1209,-1375,-0.462,69.8,1,0,5,4,261,11,3,0,
5280,0,1,-1182,-1406,-0.344,69.8,1,0,5,4,284,11,3,0,
5290,0,1,-1133,-1410,-0.242,69.8,1,0,5,4,281,12,3,0,
5300,0,1,-1112,-1422,-0.158,69.8,1,0,5,4,293,11,3,0,
5310,0,1,-1066,-1407,0.041,69.8,1,0,5,4,283,11,3,0,
5320,0,1,-1043,-1432,0.148,69.8,1,0,5,4,313,11,3,0,
5330,0,1,-1011,-1400,0.263,69.8,1,0,5,4,293,11,3,0,
5340,0,1,-982,-1387,0.382,69.8,1,0,5,4,293,11,3,0,
5350,0,1,-926,-1352,0.465,69.8,1,0,5,4,297,12,3,0,
5360,0,1,-882,-1349,0.575,69.8,1,0,5,4,326,12,3,0,
5370,0,1,-890,-1277,0.691,69.8,1,0,5,4,276,12,3,0,
5380,0,1,-820,-1275,0.829,69.8,1,0,5,2,290,13,3,0,
5390,0,1,-805,-1248,0.940,69.8,1,0,5,2,307,13,3,0,
5400,0,1,-776,-1258,0.999,69.8,1,0,5,2,335,12,3,0,
5410,0,1,-804,-1226,1.114,69.8,1,0,5,2,346,12,3,0,
5420,0,1,-775,-1150,1.252,69.8,1,0,5,2,386,12,3,0,
5430,0,1,-746,-1128,1.480,69.8,1,0,5,2,404,11,3,0,
5440,0,1,-749,-1108,1.506,69.8,1,0,5,2,402,11,3,0,
5450,0,1,-774,-1114,1.599,69.8,1,0,5,2,376,11,3,0,
5460,0,1,-748,-1057,1.828,69.8,1,0,5,2,407,11,3,0,
5470,0,1,-764,-984,1.925,69.8,1,0,5,2,409,11,3,0,
5480,0,1,-785,-993,1.890,69.8,1,0,5,2,365,10,3,0,
5490,0,1,-763,-915,1.959,69.8,1,0,5,2,396,11,3,0,
5500,0,1,-791,-918,2.032,69.8,1,0,5,2,368,10,3,0,
5510,0,1,-822,-867,2.108,69.8,1,0,5,2,354,11,3,0,
5520,0,1,-833,-841,2.263,69.8,1,0,5,2,355,10,3,0,
5530,0,1,-821,-840,2.325,69.8,1,0,5,2,366,10,3,0,
5540,0,1,-833,-769,2.412,69.8,1,0,5,2,317,9,3,0,
5550,0,1,-853,-771,2.466,69.8,1,0,5,3,466,11,3,0,
5560,0,1,-888,-733,2.541,69.8,1,0,5,3,481,11,3,0,
5570,0,1,-937,-726,2.673,69.8,1,0,5,3,467,11,3,0,
5580,0,1,-935,-714,2.756,69.8,1,0,5,3,479,11,3,0,
5590,0,1,-1006,-684,2.868,69.8,1,0,5,3,487,11,3,0,
5600,0,1,-996,-660,2.946,69.8,1,0,5,3,447,11,3,0,
5610,0,1,-1061,-681,3.052,69.8,1,0,5,3,409,11,3,0,
5620,0,1,-1039,-678,3.135,69.8,1,0,5,3,487,11,3,0,
5630,0,1,-1102,-653,-3.117,69.8,1,0,5,3,475,10,3,0,
5640,0,1,-1141,-659,-3.038,69.8,1,0,5,3,464,10,3,0,
5650,0,1,-1144,-663,-2.957,69.8,1,0,5,3,459,10,3,0,
5660,0,1,-1206,-663,-2.762,69.8,1,0,5,3,457,10,3,0,
5670,0,1,-1219,-691,-2.798,69.8,1,0,5,3,430,10,3,0,
5680,0,1,-1236,-666,-2.614,69.8,1,0,5,3,457,10,3,0,
5690,0,1,-1248,-717,-2.528,69.8,1,0,5,3,407,10,3,0,
5700,0,1,-1322,-708,-2.463,69.8,1,0,5,3,433,10,3,0,
5710,0,1,-1325,-735,-2.387,69.8,1,0,5,3,408,10,3,0,
5720,0,1,-1320,-730,-2.310,69.8,1,0,5,3,411,10,3,0,
5730,0,1,-1331,-797,-2.239,69.8,1,0,5,3,424,10,3,0,
5740,0,1,-1403,-812,-2.340,69.8,1,0,5,3,455,11,3,0,
5750,0,1,-1399,-809,-2.264,69.8,1,0,5,3,455,11,3,0,
5760,0,1,-1391,-839,-2.185,69.8,1,0,5,3,426,10,3,0,
5770,0,1,-1393,-840,-2.008,69.8,1,0,5,3,341,10,3,0,
5780,0,1,-1402,-899,-1.916,69.8,1,0,5,3,310,10,3,0,
5790,0,1,-1459,-939,-1.831,69.8,1,0,5,3,340,11,3,0,
5800,0,1,-1442,-943,-1.753,69.8,1,0,5,3,323,10,3,0,
5810,0,1,-1421,-998,-1.616,69.8,1,0,5,3,283,10,3,0,
5820,0,1,-1451,-1029,-1.494,69.8,1,0,5,3,306,10,3,0,
5830,0,1,-1454,-1058,-1.452,69.8,1,0,5,3,305,11,3,0,
5840,0,1,-1447,-1064,-1.356,69.8,1,0,5,3,298,10,3,0,
5850,0,1,-1426,-1069,-1.297,69.8,1,0,5,2,316,10,3,0,
5860,0,1,-1430,-1121,-1.206,69.8,1,0,5,2,323,10,3,0,
5870,0,1,-1376,-1141,-1.109,69.8,1,0,5,2,273,10,3,0,
5880,0,1,-1391,-1186,-1.040,69.8,1,0,5,2,300,11,3,0,
5890,0,1,-1337,-1196,-1.090,69.8,1,0,5,4,197,11,3,0,
5900,0,1,-1336,-1251,-1.017,69.8,1,0,5,4,226,11,3,0,
5910,0,1,-1309,-1238,-0.922,69.8,1,0,5,4,205,11,3,0,
5920,0,1,-1320,-1259,-0.856,69.8,1,0,5,4,210,11,3,0,
5930,0,1,-1251,-1302,-0.623,69.8,1,0,5,4,188,11,3,0,
5940,0,1,-1269,-1291,-0.649,69.8,1,0,5,4,219,11,3,0,
5950,0,1,-1237,-1310,-0.520,69.8,1,0,5,4,225,12,3,0,
5960,0,1,-1165,-1306,-0.421,69.8,1,0,5,4,178,11,3,0,
5970,0,1,-1176,-1324,-0.269,69.8,1,0,5,4,199,11,3,0,
5980,0,1,-1129,-1328,-0.187,69.8,1,0,5,4,232,12,3,0,
5990,0,1,-1084,-1351,-0.055,69.8,1,0,5,4,265,12,3,0,
6000,1,0,-1318,-17,-0.027,30.4,0,0,5,4,1114,11,5,0,
6010,1,0,-1294,27,0.078,83.5,0,0,5,4,1074,11,5,0,
6020,1,0,-1166,10,0.269,102.1,0,0,5,4,1122,11,5,0,
6030,1,0,-1066,53,0.344,108.5,0,0,5,4,1116,11,5,0,
6040,1,0,-979,102,0.573,110.7,0,0,5,4,1108,11,5,0,
6050,1,0,-886,151,0.572,110.7,0,0,5,4,1113,11,5,0,
6060,1,0,-809,246,0.735,110.7,0,0,5,4,1082,11,5,0,
6070,1,0,-765,304,0.914,110.7,0,0,5,4,1067,11,5,0,
6080,1,0,-697,379,1.125,110.7,0,0,5,4,1064,10,5,0,
6090,1,0,-684,491,1.244,109.7,0,0,5,4,1004,10,5,0,
6100,1,0,-676,622,1.392,105.4,0,0,5,4,939,10,4,0,
6110,1,0,-646,744,1.534,100.6,0,0,5,4,914,10,4,0,
6120,1,0,-653,837,1.612,99.4,0,0,5,4,877,10,4,0,
6130,1,0,-657,922,1.803,99.4,0,0,5,4,854,10,4,0,
6140,1,0,-716,1009,2.006,93.4,0,0,5,4,783,10,3,0,
6150,1,0,-805,1114,2.322,76.2,0,0,5,4,691,9,3,0,
6160,1,0,-890,1183,2.405,70.2,0,0,5,4,614,9,3,0,
